agendaID,calmeetID,agorder,agitem,agsubitem,agdescription,presenterID,agpublishlevel
2360,1627,1,Agenda,,,0,0
2361,1627,2,Background Papers,,,0,0
2363,1627,0,Summary Record,,,0,0
2357,1626,1,"I: Briefing on WHO's World Health Day (9 April 2009): Health Facilities in Emergencies Mr Jonathan Abrahams, Coordinator, Risk Reduction and Emergency Preparedness at WHO will brief on preparations for World Health Day on 7 April 2009 which focuses on the theme of health facilities in emergencies. Mr Abrahams will discuss actions being taken by WHO and international partners to make health facilities safer in terms of design and construction, protection of equipment and infrastructure, and preparedness of health workers to respond to emergencies. ",,,0,0
2358,1626,2,"II: Update on ICRC's Health Care in Danger Project Dr Robin Coupland, a medical adviser in the ICRC's Assistance Division, will present the ICRC's project Health Care in Danger and elements of international humanitarian law which protect health care in armed conflict. The project includes a system of monitoring violent events affecting health care in armed conflict and other situations of violence. Some data from the first seven months of this monitoring process will be presented. For background information on ICRC's presentation, please see: http://www.who.int/bulletin/volumes/85/3/06-037135.pdf",,,0,0
2356,1625,1,Documents,,,0,0
2354,1623,0,Summary Record,,,0,0
2353,1622,1,I Strengthening the Rule of Law in Conflict/Post-Conflict Situations: The Case of oPt,,"will brief on Strengthening the Rule of Law in Conflict/Post-Conflict Situations. Ms. Sherif will also highlight some of the opportunities and challenges in strengthening Rule of Law in oPt, based on the findings of her recent mission to oPt. Ms. Nina M. Birkeland, Head, Monitoring and Advocacy Department, Internal Displacement Monitoring Centre (IDMC)/NRC, will present on Information, Counseling, and Legal Assistance (ICLA) Project of NRC. ICLA project is one of the five core activities of the NRC with overall goal to contribute to durable solutions for refugees, IDPs and returnees and to assist them in obtaining their rights. Mr. Karim Khalil, Country Analyst of NRC/IDMC will brief on NRC's programme in oPt, including issues of forced displacement.",1730,0
2352,1621,0,Documents,,,0,0
2350,1620,1,Annotated Agenda,,,0,0
2351,1620,2,Documents,,,0,0
2394,1620,2,Summary Record,,,0,0
2326,1619,1,I Update on Zimbabwe/cholera (OCHA),,"(via audiolink), will first provide update on the overall humanitarian situation in Zimbabwe.",1723,0
2327,1619,2,II Update on Zimbabwe/cholera (WHO),,will debrief on the high-level inter agency mission to Zimbabwe (21-26 February 2009) of which he was part. The mission included visits to humanitarian projects and meetings with President Robert Mugabe and Prime Minister Morgan Tsvangirai.,624,0
2328,1619,3,III Update on Zimbabwe/cholera (MSF),,"will provide an update on the work of MSF in Zimbabwe and on the recently issued MSF paper on Zimbabwe ""Beyond Cholera: Zimbabwe's Worsening Crisis"" (February 2009) which is calling for humanitarian space neutral to the political process.",229,0
2324,1615,1,"Agenda, IASC TF meeting on HIV in Humanitarian Situations",,,0,0
2355,1615,2,Documents,,,0,0
2322,1613,1,I Update on the Work of the IASC Task Force on Climate Change:  How Humanitarian Organisations Engage in the Climate Change Negotiations and in Mainstreaming Climate Change Adaptation into Policies and Operations.,,"will brief on the United Nations Framework Convention on Climate Change (UNFCCC). The presentation will include a debriefing on the Poznan Climate Change Conference (COP 14, December 2008), highlighting how the IASC successfully contributed to the negotiation and advocacy process, and the preparation for the Copenhagen Climate Change Conference (COP 15, December 2009). Ms. Michelsen will also highlight the work of the IASC Task Force on Climate Change, including submissions to the UNFCCC on: (a) disaster risk reduction strategies/risk management practices and (b) migration and displacement, as well as regional consultation that can support agencies to integrate climate change risk management into their work.",1631,0
2323,1613,2,II WMOäó»s Role in Disaster Risk Reduction and Update on the World Climate Conference 3,,"will brief on (a) WMO's role in Disaster Risk Reduction and (b) provide an update on the upcoming the World Climate Conference (WCC-3) - Climate Prediction and Information for Decision-Making (31 August 2009, Geneva, Switzerland), including the interlinkage between the WCC-3 and the UNFCCC process.",877,0
2313,1612,1,"I Joint WHO/UNICEF Briefing on Mental Health and Psycho-Social Support (MHPSS) in Gaza - Audiolink from Jerusalem Ms. Raijah Abu-Sway, Mental Health National Officer, and Mr. John Jenkins, Mental Health Project Officer, WHO Office in Jerusalem, will provide a joint WHO/UNICEF briefing via telephone on mental health and psycho-social support (MHPSS) for people in Gaza. The presentation will include opportunities and gaps in delivering MHPSS, a cross-cutting issue across the clusters, as well as recommendations for MHPSS coordination on the ground. UNICEF and WHO are co-leads of local mental health coordination mechanism.",,,1704,0
2315,1612,2,II AOB,,,0,0
2311,1611,1,I Regional Inter-Agency Humanitarian Coordination Mechanisms in Latin America and the Caribbean,,"will provide a briefing on the Risk, Emergency and Disaster Group for Latin America and the Caribbean (REDLAC), including its work on emergency response, preparedness and information management.  He will also brief on one of the regional tools developed",1028,0
2312,1611,2,II AOB,,,0,0
2304,1608,1,I Update on the Harmonisation of Needs Assessment Initiatives with reference to the assessments in Myanmar and Pakistan,Update on the Harmonisation of Needs Assessment Initiatives with reference to the assessments in Myanmar and Pakistan,"will brief on the lessons learned from the needs assessments in Myanmar and in Pakistan, and the outcome of the needs assessment meeting in Bangkok (19 - 21 January 2009).",1641,0
2305,1608,2,II    Update on Needs Assessment Frameworks,,"has been involved in needs assessments in Dominica, Bangladesh, Myanmar, and Haiti. He also supported the ongoing Early Recovery Rapid Needs Assessment in Gaza. Mr. Pujiono will provide an update on the current status of various needs assessment frameworks - particularly the Post Disaster Recovery Needs Assessment (PDNA), Post-Conflict Needs Assessment (PCNA), and the Early Recovery Rapid Needs Assessment - and will link these tools with the humanitarian assessment and planning process.",1687,0
2306,1608,3,III AOB,,,0,0
2301,1607,1,I Briefing on the Gender Capacity (GenCap) Activities in Indonesia,Briefing on the Gender Capacity (GenCap) Activities in Indonesia,"will brief on the core GenCap (Gender Capacity) activities during her 6-months deployment to Indonesia, the entry points which facilitated these activities, as well as the progress and challenges encountered. She will also share lessons learned and recommendations, based on the findings of her field missions to Aceh, Yogyakarta and Papua New Guinea.",1669,0
2302,1607,2,II Update on the Humanitarian Relief Initiative äóñ In Preparation for the World Economic Forum Annual Meeting 2009 in Davos,Update on the Humanitarian Relief Initiative äóñ In Preparation for the World Economic Forum Annual Meeting 2009 in Davos,"and Ms. Shruti Mehrotra, Associate Director, World Economic Forum, will brief on Public Private Partnerships for Humanitarian Action, in preparation for the äóÖHumanitarian Relief Initiativeäó» session at the upcoming World Economic Forum Annual Meeting 2009 (28 January - 01 February 2009) in Davos-Klosters, Switzerland.",792,0
2303,1607,4,III AOB,,,0,0
2300,1606,0,Agenda and Documents,,,0,0
2296,1605,1,I UNRWA: Briefing on the current crisis in Gaza,NULL,will provide an update on the current Gaza crisis from an UNRWA perspective.,1319,0
2297,1605,3,III Islamic Relief: Update on the difficulties of delivering humanitarian aid in the Gaza strip,Islamic Relief: Update on the difficulties of delivering humanitarian aid in the Gaza strip,"will provide an update on Islamic Reliefäó»s activities in the Gaza strip, as well as difficulties and the danger of providing humanitarian aid in times of air strikes and ground offensives.",1526,0
2298,1605,2,II ICRC: Update on ICRC's operations,,will provide an update on ICRC's operations.,1378,0
2308,1605,0,"Summary Note, IASC Weekly Meeting on Gaza, 14 January 2009",,,1,0
2309,1605,4,IV AOB,,,1,0
2293,1604,1,I Briefing on the Outputs of the IASC Task Force on Safe Access to Firewood and Alternative Energy in Humanitarian Settings (Task Force SAFE),NULL,"will provide an overview of what has been accomplished to date in the IASC Task Force On Safe Access to Firewood and Alternative Energy in Humanitarian Settings (IASC SAFE Task Force), as well as next steps. The task force was established in May 2007 and is co-chaired by the Womenäó»s Commission, WFP, and UNHCR. Its key goal is to create practical tools for humanitarians - particularly field-based practitioners - to assist them in developing a coordinated, multi-sectoral fuel strategy. Recognizing the cross-cutting nature of the issue, the task force works in eight issue areas: camp coordination and camp management; emergency shelter; environment; food and nutrition; health; information, education and communication; livelihoods, development and food security; and protection.",1090,0
2294,1604,0,"Summary Note, IASC Weekly Meeting on the Outputs of the IASC Task Force on Safe Access to Firewood and Alternative Energy in Humanitarian Settings, 01 October 2008",NULL,,1,0
2289,1603,0,"Agenda, Inter-Agency Principal Consultation on Gaza ",NULL,,0,0
2290,1603,1,Background documents,NULL,,0,0
2284,1602,1,"I Briefing on World Vision's ""Planet Prepare äóñ Preparing Coastal Communities in Asia for Future Catastrophes""",NULL,"will provide  a  briefing  on  this  publication.  Until  recently, he was World Visionäó»s Humanitarian & Emergency Affairs Director for Asia and Pacific and involved in leading World Visionäó»s response to cyclones Sidr in Bangladesh and Nargis in Myanmar. His work has also included risk reduction and preparedness planning at an organisational and community level. For access to this document and relevant country fact sheets, please go to: http://www.wvasiapacific.org/downloads/PlanetPrepare_LowRes.pdf and http://wvasiapacific.org/latest/the-world-is-changing-planet-prepare.html",1605,0
2286,1602,2,II AOB: Update on the current Gaza crisis,NULL,will provide some updates on the current Gaza crisis from an UNRWA perspective.,1319,0
2307,1602,0,"Summary Note, IASC Weekly Meeting on World Vision's publication ""Planet Prepare"", 07 January 2009",,,1,0
2281,1601,1,I Briefing on the Humanitarian Situation in Zimbabwe,NULL,"will provide a briefing on the current humanitarian situation in the country as well as its regional implications. (Please note: Since Mr. Zacharias was not available lately due to unforeseen circumstances, Ms. Ute Kollies (OCHA) provided the briefing.)",1648,0
2282,1601,2,II Briefing on the Cholera-Outbreak in Zimbabwe,NULL,"who just returned from his mission to Zimbabwe, will provide a briefing on the cholera outbreak and health cluster response.",1649,0
2287,1601,0,"Summary Note, IASC Weekly Meeting on the Humanitarian Situation in Zimbabwe, the Cholera Outbreak and the Health Cluster Response, 17 December 2008",NULL,NULL,1,0
2375,1599,1,Agenda,,,0,0
2382,1599,2,Logistics,,,0,0
2383,1599,3,II Strengthening Humanitarian Response to Forced Displacement and Migration resulting from Climate Change,,,0,0
2384,1599,4,IV World Humanitarian Day,,,0,0
2385,1599,5,V Lunch session,,,0,0
2386,1599,6,VI Country specific humanitarian challenges,,,0,0
2400,1599,0,Summary Record,,,0,0
2500,1598,1,Agenda,,,0,0
2501,1598,2,Logistics,,,0,0
2502,1598,3,IASC Guidance on Humanitarian Country Teams,,,0,0
2503,1598,4,Needs Assessment and Dashboard,,,0,0
2504,1598,6,Early Recovery,,,0,0
2505,1598,5,Durable Solutions for IDPs,,,0,0
2506,1598,7,Humanitarian Space,,,0,0
2507,1598,8,Humanitarian Civil-Military Relations,,,0,0
2508,1598,9,Update on the work of the Steering Group on Security (SGS),,,0,0
2509,1598,10,Meeting Humanitarian Challenges in Urban Areas,,,0,0
2511,1598,12,HIV in Emergency Settings: Update on the IASC TF on HIV in Emergencies,,,0,0
2512,1598,13,Humanitarian Financing,,,0,0
2513,1598,14,#NAME?,,,0,0
2514,1598,15,#NAME?,,,0,0
2515,1598,16,IASC Calendar and IASC Priorities 2010,,,0,0
2516,1598,17,Review of IASC Products,,,0,0
2518,1598,19,For information,,,0,0
2519,1598,18,AOB,,,0,0
2543,1598,0,Summary Record and Revised Action Points,,,0,0
2401,1597,1,Agenda,,,0,0
2404,1597,2,Logistics,,,0,0
2405,1597,3,I. Humanitarian Financing,,,0,0
2406,1597,4,1.1 Options for Revising the Architecture and Progress on Key Issues,,,0,0
2407,1597,5,1.2. Consolidated Appeal Process,,,0,0
2408,1597,6,II. Implementation of the Cluster Approach,,,0,0
2409,1597,7,III. Key Challenges for the Humanitarian Community,,,0,0
2410,1597,8,3.1 IASC/ISDR Relations,,,0,0
2411,1597,9,3.2 Climate Change Negotiations and Adaptation Funding:,,,0,0
2412,1597,10,3.3 Update on the A/H1N1 Flu Virus,,,0,0
2413,1597,11,"IV. Assessment, Accountability and Evaluation",,,0,0
2414,1597,12,4.1 Needs Assessment,,,0,0
2415,1597,13,4.2 Humanitarian Dashboard,,,0,0
2416,1597,14,4.3  Protection from Sexual Exploitation and Abuse,,,0,0
2417,1597,15,4.4 Accountability to Affected Populations,,,0,0
2418,1597,16,4.5 Review of the Inter-Agency Real Time Evaluation Pilot,,,0,0
2419,1597,17,V.  AOB,,,0,0
2420,1597,18,5.1 Humanitarian Space,,,0,0
2421,1597,19,5.2  IASC Steering Group on Security,,,0,0
2422,1597,20,5.3  Food Security,,,0,0
2423,1597,21,- Documents circulated for information:,,,0,0
2432,1597,0,Summary Record,,,0,0
2319,1596,0,Summary Records and Revised Action Points,,,0,0
2320,1596,1,Logistics,,,0,0
2325,1596,2,Agenda,,,0,0
2329,1596,3,I. Improving Humanitarian Response,,,0,0
2330,1596,4,1.1 Consolidation and Harmonization of Needs Assessments,,,0,0
2331,1596,5,1.2 IASC Engagement in the 2009-10 Revision of the Sphere Standards,,,0,0
