agendaID,calmeetID,agorder,agitem,agsubitem,agdescription,presenterID,agpublishlevel
3621,2450,1,Agenda,,,0,0
3622,2450,2,Backgrouund Papers,,,0,0
3616,2446,1,Event Documents,,,0,0
3613,2438,1,Event Flyer and Agenda,,,0,0
3611,2436,2,Background Documents,,,0,0
3615,2436,3,Documents for Literature Review,,,0,0
3617,2436,0,Summary Record,,,0,0
3618,2436,1,Agenda,,,0,0
3607,2425,1,Description of Event,,"IASC Event: Data and Evidence about Conflict Affected People: Can we do Better? Is the data we get from crises settings good enough or can we do better? Or is it too much? These are the questions that will be the focus of this session. According to the People in Crises (PAC) Report, there has been a steady improvement in the quality of evidence produced by humanitarian actors. This is good news. It indicates that there is increased investment in this area by donors that allow the field agencies to collect data. On the other hand, is this data well used or used at all?  The discussion will briefly present the PAC Report, but mainly debate key issues for the future. These include: How to get the best out of available data: is it too little data or a lack of innovative techniques for analysis? Increasing the burden of data collection on operational staff: allocation of time and effort in the field in crisis settings. How can we increase the shelf life of data? Time gap between data collection and decision making. Join us for a discussion with Debarati Guha-Sapir from the Centre for Research on the Epidemiology of Disasters (CRED), established at the University of Louvain, School of Medicine äóñ Institute of Health and Society, Brussels. CRED undertakes research and training in health, nutrition and related themes in humanitarian settings. The ""People Affected by Conflict 2013: Humanitarian Needs in Numbers""",0,0
3605,2424,1,Reference Documents,,,0,0
3606,2424,1,Agenda,,Final Agenda: --Report on the Multi-year project to Indentify Urban Vulnerability and Urban Indicators in slow-onset emergencies (Concern-Kenya Wendy Erasmus) --Report on Recent Shelter/Urban Emergency Response Evaluations undertaken by Groupe URD on behalf of the IASC (Groupe URD Franí_ois Grunewald) --Food Security - Urban Response Lessons Learned from Philippines and GFSC Workplan Update (Global Food Security Cluster Marina Angeloni) --AOB -'Durable Solutions for IDPs in Urban Settings' - Report of Special Rapporteur on Human Rights of IDPs to the UN General Assembly: (The Special Rapporteur would like input into this paper by all concerned UN agencies.  ,0,0
3601,2423,2,Background Document,,,0,0
3602,2423,4,fhdghjgjgt,,,0,0
3600,2422,1,"Typhoon Haiyan in the Philippines: Lessons for Improving the Response to Large-Scale, Sudden Onset Natural Disasters",,"Late last year, the Philippines was struck by Typhoon Haiyan, the strongest on record, which claimed more than 6,000 lives (with thousands more still missing), affected more than 14 million people, and destroyed over a million homes. While the emergency response was by and large successful, more than four months since the storm hit, significant challenges to recovery remain. The typhoon also marked the first declaration of a Level 3 emergency by the IASC in the context of a large scale, sudden-onset disaster and offers important lessons on how to improve the implementation of the humanitarian program cycle under the Transformative Agenda. Refugees International (RI), an independent advocacy organization that advocates on behalf of people displaced by conflict and natural disasters, conducted a mission to the Philippines in February 2014 to assess the response to Typhoon Haiyan and the protection needs of those still displaced by the disaster (see links to the reports below). Please join us for a panel discussion with:  Marcy Hersh, Senior Advocate for Women & Girls, Refugees International Alice Thomas, Climate Displacement Program Manager, Refugees International Victoria Stodart, Consultant, Shelter and Settlements, IFRC who recently returned from four months in the Philippines as Shelter Cluster Coordinator and Housing, Land, and Property Advisor RI Reports: Philippines: Typhoon Survivors Face Obstacles to Recovery Philippines: New Approach to Emergency Response Fails Women and Girls",0,0
3599,2421,1,SCHR's Certification Review - What are We Learning from the First Two Field Pilots?,,"The Certification Review project which was initiated in October 2012 by the Steering Committee for Humanitarian Response (SCHR) to explore the relevance and feasibility of certification for humanitarian organisations as a means to demonstrate application of humanitarian principles, and promote improved quality, accountability and effectiveness of aid efforts has just carried out its first two field based pilots: one in Ethiopia, hosted by the Ethiopian Orthodox Churchäó»s Development and Inter Church Aid Commission (DICAC), a member of the ACT Alliance, and  one in Pakistan hosted by Save the Children.  Philip Tamminga, the project coordinator, will provide an update on findings from these pilots, as well as provide on feedback received on the version 2 of the model to open discussion on some of the implications of these findings. The Ethiopia pilot report is available on the SCHR website at www.schr.info. The Pakistan pilot report will be released on 6 May. ",0,0
3597,2420,1,"Briefing on CAR by Peter Neussel, OCHA",,"Peter Neussl, OCHA, who recently returned from a three month deployment to the Central African Republic, working on field coordination and protection. He will discuss the humanitarian situation in CAR, the impact of the increased humanitarian presence on response, and the challenges ahead, including internal displacement and the protection of civilians. ",0,0
3593,2419,1,Agenda,,,0,0
3594,2419,2,Background documents,,,0,0
3595,2419,0,Summary Record,,,0,0
3589,2417,1,Summary Record,,,0,0
3590,2417,2,Agenda,,,0,0
3591,2417,3,Background Documents,,,0,0
3575,2409,1,Summary Record,,,0,0
3574,2408,1,Summary Record,,,0,0
3573,2407,1,Summary Record,,,0,0
3572,2406,1,Summary Record,,,0,0
3619,2377,1,Meeting Minutes,,,0,0
3612,2376,1,Documents,,,0,0
3569,2373,1,"Presenter: Ms  Heather Blackwell, Country Director for the Danish Refugee Council in South Sudan",,"Ms Heather Blackwell will touch touch upon the following points: Operational situation on the ground, the challenges of gaining access, mine action challenges and the regional aspect of the crisis.",0,0
3566,2372,1,Agenda IASC Principals meeting on the Philippines and South Sudan - 14 February 2014,,,0,0
3567,2372,2,Background documents IASC Principals meeting on the Philippines and South Sudan 14 February 2014,,,0,0
3570,2372,1,Final Action points,,,0,0
3564,2370,1,Preparations for the ECOSOC Humanitarian Affairs Segment (HAS),,"We envisage that the discussion will be focused on the main themes and side-events, particularly on how to improve upon the activities during the Segment based on the feedback received from last year. We also propose to discuss ways to continue to increase the meaningful engagement of affected communities, and  make the event as dynamic as possible, including by organizing a humanitarian trade fair (more information is included in the attached concept note). Lastly, we aim to provide you with an update on the ongoing drafting of this year's Secretary-Generaläó»s reports on Strengthening of the coordination of emergency humanitarian assistance of the United Nations, and on International cooperation on humanitarian assistance in the field of natural disasters, from relief to development. ",0,0
3561,2369,1,Nansen Initiative; briefing on the process and Future plans,,"The Nansen Initiative is a state-led, bottom-up consultative process intended to build consensus on the development of a protection agenda addressing the needs of people displaced across international borders in the context of drought, flooding and other natural hazards, including those linked to the effects of climate change. To build consensus on a potential protection agenda, the Nansen Initiative plans to undertake five Regional Consultations in the Pacific, Central America, the Greater Horn of Africa, South-East Asia, and South Asia over the course of 2013 and 2014. Workshops with civil society representatives are also planned at the regional level.Œæ The results of these Regional Consultations will be consolidated and discussed at a global inter-governmental consultation in 2015. ŒæFor more information about the Nansen Initiative, including reports and background documents from the first two Regional Consultations in the Pacific and Central America, please visit: www.nanseninitiative.org",0,0
3562,2369,2,Presenter: Prof. Walter Kaelin,,Prof. Walter Kaelin (former Representative of the United Nations Secretary-General on the Human Rights of Internally Displaced Persons) will provide an update on the Nansen Initiative process to date and discuss plans for the future.Œæ,0,0
