agendaID,calmeetID,agorder,agitem,agsubitem,agdescription,presenterID,agpublishlevel
921,626,1,Humanitarian Response,NULL,NULL,0,2
922,626,0,Summary Record and Action Points,NULL,NULL,0,2
923,626,0,Outcome Statement,NULL,NULL,0,2
916,625,NULL,"Presentation by Ms. Yvette Stevens, AERC",NULL,NULL,0,2
915,620,NULL,Fleet Forum,NULL,NULL,346,0
955,620,0,UNIDIR,NULL,NULL,347,0
914,619,1,"Russian Federation, North Caucasus - Mission Debriefing",NULL,NULL,351,0
954,619,2,Guatemala and El Salvador - Humanitarian Situation after Hurricane Stan,NULL,NULL,294,0
912,615,NULL,IDPs,NULL,NULL,0,3
913,615,NULL,Summary Notes,NULL,NULL,0,3
911,614,0,Afghanistan - Displacement,NULL,NULL,348,0
956,614,0,Gender Equality,NULL,NULL,7,0
910,613,1,Serbia and Kosovo - Internal Displacement,NULL,NULL,315,0
1116,611,1,New Agenda for Strengthening the CAP,NULL,NULL,0,0
1117,611,2,Follow-up Actions in Response to the Allegations of Sexual Exploitation of Children in West Africanefugee Camps,NULL,NULL,0,0
1118,611,3,Humanitarian Crises,NULL,NULL,0,0
1119,611,4,IASC Work Plan 2002,NULL,NULL,0,0
1120,611,5,IASC Membership,NULL,NULL,0,0
1121,611,6,AOB,ECOSOC Humanitarian Segment,NULL,0,0
1122,611,0,Agenda,NULL,NULL,0,0
1123,611,0,Summary Record and Action Points,NULL,NULL,0,0
1129,610,0,Agenda,NULL,NULL,0,0
1130,610,0,Summary Record and Action Points,NULL,NULL,0,0
1131,610,1,Review of the Work of the IASC in 2002 and Endorsement of the Work Plan for 2003,NULL,NULL,0,0
1132,610,2,Middle East,NULL,NULL,0,0
1133,610,3,Humanitarian Action and Interface with Military Actors,NULL,NULL,0,0
1134,610,4,Worsening Impact of HIV/AIDS on Food Security and Human Survival in Southern Africa,NULL,NULL,0,0
898,609,1,Agenda,NULL,NULL,0,2
899,609,1,Follow-up Matrix,NULL,NULL,0,2
900,609,1,Summary Records and Actions Points,NULL,NULL,0,2
901,609,2,Consolidated Appeals Process (CAP),NULL,NULL,0,2
902,609,2,ECOSOC,NULL,NULL,0,2
903,609,2,HIV/AIDS,NULL,NULL,0,2
904,609,2,Humanitarian Coordinators,NULL,NULL,0,2
905,609,2,Internally Displaced Persons (IDPs),NULL,NULL,0,2
906,609,2,Middle East,NULL,NULL,0,2
907,609,2,Reference Groups,NULL,NULL,0,2
908,609,2,Sexual Exploitation,NULL,NULL,0,2
909,609,3,Workplan,NULL,NULL,0,2
883,608,1,Agenda,NULL,NULL,0,2
884,608,1,Follow-up Matrix,NULL,NULL,0,2
885,608,1,Summary Records and Actions Points,NULL,NULL,0,2
886,608,2,Consolidated Appeals Process (CAP),NULL,NULL,0,2
887,608,2,Debriefings,NULL,NULL,0,2
888,608,2,ECOSOC,NULL,NULL,0,2
889,608,2,Humanitarian Coordinators,NULL,NULL,0,2
890,608,2,IASC Review,NULL,NULL,0,2
891,608,2,Internally Displaced Persons (IDPs),NULL,NULL,0,2
892,608,2,Liberia,NULL,NULL,0,2
893,608,2,Northern Caucasus,NULL,NULL,0,2
894,608,2,Sexual Exploitation,NULL,NULL,0,2
895,608,2,Sudan,NULL,NULL,0,2
896,608,2,Zimbabwe,NULL,NULL,0,2
897,608,3,AOB,NULL,NULL,0,2
872,606,1,Agenda,NULL,NULL,0,2
873,606,1,Follow up-Matrix,NULL,NULL,0,2
874,606,1,Summary Record and Action Points,NULL,NULL,0,2
875,606,2,Civil-Military Relations,NULL,NULL,0,2
876,606,2,Consolidated Appeals Process (CAP),NULL,NULL,0,2
877,606,2,Democratic Republic of the Congo,NULL,NULL,0,2
878,606,2,Humanitarian Coordinators,NULL,NULL,0,2
879,606,2,Occupied Palestinian Territory,NULL,NULL,0,2
880,606,2,Sexual Exploitation,NULL,NULL,0,2
881,606,2,Sri Lanka,NULL,NULL,0,2
882,606,2,UMAS,NULL,NULL,0,2
859,605,1,Agenda,NULL,NULL,0,2
860,605,1,Follow up-Matrix,NULL,NULL,0,2
861,605,1,Follow-up Matrix,NULL,NULL,0,2
862,605,1,Summary Record and Action Points,NULL,NULL,0,2
863,605,2,Advocacy,NULL,NULL,0,2
864,605,2,Afghanistan,NULL,NULL,0,2
865,605,2,Consolidated Appeals Process (CAP),NULL,NULL,0,2
866,605,2,HIV/AIDS,NULL,NULL,0,2
867,605,2,Humanitarian Information,NULL,NULL,0,2
868,605,2,Internally Displaced Persons (IDPs),NULL,NULL,0,2
869,605,2,Liberia,NULL,NULL,0,2
870,605,2,Logistics,NULL,NULL,0,2
871,605,2,UNDAC,NULL,NULL,0,2
857,604,1,Follow-up Matrix,NULL,NULL,0,2
858,604,1,Summary Record and Action Points,NULL,NULL,0,2
855,603,1,Follow-up Matrix,NULL,NULL,0,2
856,603,1,Summary Record and Action Points,NULL,NULL,0,2
854,602,1,Summary Record and Action Points,NULL,NULL,0,2
853,601,1,Summary Record and Action Points,NULL,NULL,0,2
852,600,2,Presentations,NULL,NULL,0,0
841,599,1,Summary Records and Action Points,NULL,NULL,0,2
842,599,2,Conditionality,NULL,NULL,0,2
843,599,2,Consolidated Appeals and IDPs,NULL,NULL,0,2
844,599,2,Consolidated Appeals Process (CAP),NULL,NULL,0,2
845,599,2,Disaster Management Training Programme,NULL,NULL,0,2
846,599,2,Indonesia,NULL,NULL,0,2
847,599,2,In-Kind Donations,NULL,NULL,0,2
848,599,2,Internally Displaced Persons (IDPs),NULL,NULL,0,2
849,599,2,Post-Conflict Reintegration,NULL,NULL,0,2
850,599,2,Somalia,NULL,NULL,0,2
851,599,2,United Nations Disaster Management Training Programme,NULL,NULL,0,2
840,597,1,Summary Record,NULL,NULL,0,2
838,596,1,Summary Record,NULL,NULL,0,2
839,596,2,Internally Displaced Persons (IDPs),NULL,NULL,0,2
837,595,2,Newly Independent States,NULL,NULL,0,2
832,592,1,Summary Records and Action Points,NULL,NULL,0,2
833,592,2,Brahimi Report,NULL,NULL,0,2
834,592,2,ECOSOC,NULL,NULL,0,2
835,592,2,Food Security,NULL,NULL,0,2
836,592,2,Internally Displaced Persons (IDPs),NULL,NULL,0,2
824,591,1,Summary Records and Action Points,NULL,NULL,0,2
825,591,2,Democratic Republic of Congo,NULL,NULL,0,2
826,591,2,Economic Sanctions and Human Rights,NULL,NULL,0,2
827,591,2,Emergency Telecommunications,NULL,NULL,0,2
828,591,2,HIV/AIDS,NULL,NULL,0,2
829,591,2,Internally Displaced Persons (IDPs),NULL,NULL,0,2
830,591,2,Natural Disasters,NULL,NULL,0,2
831,591,2,Post-Conflict Reintegration,NULL,NULL,0,2
814,590,1,Summary Records and Action Points,NULL,NULL,0,2
815,590,2,Africa Month,NULL,NULL,0,2
816,590,2,Consolidated Appeals Process (CAP),NULL,NULL,0,2
