agendaID,calmeetID,agorder,agitem,agsubitem,agdescription,presenterID,agpublishlevel
2802,1877,4,III. AOB,,,0,0
2798,1876,1,Agenda,,,0,0
2797,1875,2,Background Papers,,,0,0
2833,1875,1,Summary Record,,,0,0
2795,1873,1,I. The humanitarian response in Pakistan: briefing by Simon Lawry-White on his deployment to Pakistan,,"imon Lawry-White, Chief of the IASC Secretariat, will present some first insights and share his experiences about his work in Multan in Pakistan. For six weeks, Simon Lawry-White was on emergency response roster deployment from the IASC Secretariat as Head of OCHA in Multan where he coordinated the humanitarian community's emergency response to the floods in Punjab. ",1615,0
2796,1873,2,II. AOB,,,0,0
2834,1871,1,Summary Note,,,0,0
2788,1868,1,Concept note,,,0,0
2785,1867,1,Agenda,,,0,0
2786,1867,2,Background Papers,,,0,0
2793,1866,1,Agenda,,,0,0
2794,1866,2,Background Papers,,,0,0
2780,1863,1,"I. Outcome of the global meeting of the International Search and Rescue Advisory Group Jesper Lund, OCHA Emergency Service Branch, International Search and Rescue Advisory Group, (INSARAG) will brief on the outcome of the global meeting of the International Search and Rescue Advisory Group, the decisions that have been taken and their implications for the work in humanitarian situations. He will also reflect upon what could other clusters learn from INSARAG.",,,368,0
2781,1863,2,"Background Between 14-16 September 2010 the first global meeting of the International Search and Rescue Advisory Group (INSARAG) took place in Kobe, Japan. The meeting was hosted by the Government of Japan and co-organized by OCHA in its capacity as the INSARAG Secretariat which is located in the Field Coordination Support Section in the Emergency Services Branch. More than 200 delegates from approximately 70 countries and 8 international organizations participated in discussions on issues such capacity building in disaster prone countries, cooperation during emergency operations and best practices, transition from search and rescue to humanitarian relief operations and strengthening of  collaboration with various humanitarian relief organizations, and regional organisations. The meeting unanimously adopted the INSARAG Hyogo Declaration which lay out the priorities for the future work of the network.",,,0,0
2782,1863,3,II. AOB,,,0,0
2775,1862,1,Background Papers,,,0,0
2787,1862,0,Summary Record,,,0,0
2769,1858,1,"I. Briefing: Findings of the Inter-Cluster Support Mission to Nepal (July 2010) Daniel Lopez Acuna (Team Leader), Director, Strategy, Policy and Resource Management, Health Action in Crises, WHO, and Aoibheann O'Keeffe, Humanitarian Coordination Support Section, OCHA",,,0,0
2770,1858,2,"Background An Inter-Cluster Support Mission to Nepal took place from 20 äóñ 26 July 2010 in response to a request from the Humanitarian Country Team (HCT) and Resident/Humanitarian Coordinator (RC/HC) for support from the global level, in line with the HCTäó»s plan of action and priorities for 2010. The mission schedule included meetings with the Government of Nepal,  strategic discussions with the RC/HC and HCT and bilateral meetings with the 8 clusters currently operational in Nepal. Mission participants included representatives of all clusters currently active in Nepal. Daniel Lopez-Acuna was the Team Leader, representing the Global Health Cluster/WHO.",,,0,0
2771,1858,3,II. AOB,,,0,0
2791,1857,1,Sumary Record,,,0,0
2764,1856,1,"I. Briefing by Mr Michele Falavigna, RC/HC for Chad The RC/HC will brief on the current humanitarian situation, priorities and response in Chad. He will particularly outline the challenges of responding and operating in the context of the MINURCAT withdrawal. The RC/HC would inter alia like to discuss the food and malnutrition crisis as well as the recent floods affecting more than 100,000 people in at least nine regions of the country.",,,0,0
2765,1856,2,"II. Key concerns (Food and malnutrition crisis, floods etc.)",,,0,0
2766,1856,3,III. Discussion,,,0,0
