agendaID,calmeetID,agorder,agitem,agsubitem,agdescription,presenterID,agpublishlevel
1221,821,1,"Update on the 15-17 February Expert Consultation on ""Emergency Preparedness for the Health Sector and Communitiesäó_""",NULL,NULL,301,0
1222,821,2,Outcome of the 6 February IASC Meeting of all Chairpersons of IASC Subsidiary bodies and Cluster Working Groups as well as the 7 February Ad Hoc IASC Working Group on Strengthening the Humanitarian Coordinator System,NULL,NULL,2,0
1268,818,0,Agenda Documents,NULL,NULL,0,0
1374,812,0,"Overview of the latest humanitarian situation, prospects and challenges",NULL,NULL,616,0
1188,810,1,Debriefing from the Deputy Humanitarin Coordinator.,NULL,NULL,616,0
1189,810,2,"Regular update on the implementation of the ""90 Day Winter Plan"".",NULL,NULL,0,0
1190,810,3,Real-time evaluation.,NULL,NULL,0,0
1223,810,0,Summary Notes,NULL,NULL,0,0
1187,809,1,Update/brief from the Principals Meeting and the current status of the cluster approach,NULL,NULL,0,0
1211,809,2,Cluster budget and resource mobilization,NULL,NULL,0,0
1212,809,3,Working modality for the implementation of the 2006 work plan,NULL,NULL,0,0
1186,805,0,Agenda and Documents,NULL,NULL,0,0
1214,802,1,Chad - Humanitarian Situation,NULL,NULL,655,0
1215,802,2,Cote d'Ivoire - Humanitarian Situation and Latest Development,NULL,NULL,656,0
1216,802,3,AOB,NULL,NULL,0,0
1184,801,1,Negotiations with Armed Groups (OCHA),NULL,NULL,665,0
1185,801,5,Documentary on HIV/AIDS (IRIN),NULL,NULL,0,0
1227,801,2,Protection from Sexual Exploitation and Abuse in Humanitarian Settings (IFRC / OCHA),NULL,NULL,0,0
1228,801,4,AOB,NULL,NULL,206,0
1232,801,3,Democratic Republic of Congo - Humanitarian Situation in the Katanga Province,NULL,NULL,0,0
1177,800,1,Update on EU Decisions on Crisis and Emergency Management,NULL,NULL,295,0
1178,800,0,The IASC Early Warning - Early Action Report,NULL,NULL,33,0
1176,798,0,Eastern Africa - Humanitarian Situation and Inter-Agency Cooperation,NULL,NULL,511,0
1171,797,1,"Regular update on the implementation of the ""90 Day Winter Plan"".",NULL,NULL,0,0
1172,797,2,Debriefing after mission to Pakistan,NULL,NULL,29,0
1173,797,3,Real Time Evaluation,NULL,NULL,0,0
1174,797,4,Update on the Special Envoyäó»s mission.,NULL,NULL,0,0
1175,797,5,Summary Notes,NULL,NULL,0,0
1179,794,0,Agenda,NULL,NULL,0,0
1180,794,1,Evaluation of protection response in Pakistan,NULL,NULL,0,0
1181,794,2,Feedback on WFP Protection Project äóñ Debriefing and Strategic Planning Workshop held in Rome (12 and 13 January 2006),NULL,NULL,0,0
1182,794,3,Feedback on UNHCR internal working session on IDPs,NULL,NULL,0,0
1183,794,4,AOB,NULL,NULL,0,0
1162,784,1,ICRC Work in Detention Centres,NULL,NULL,0,0
1163,784,2,Zambia - Humanitarian Situation,NULL,NULL,0,0
1164,784,3,AOB,NULL,NULL,0,0
1157,781,1,"Regular update on the implementation of the ""90 Day Winter Plan"".",NULL,NULL,0,0
1158,781,2,"Conclusion to be reached on the ""Real-time evaluation"".",NULL,NULL,0,0
1159,781,3,Brief Update on the Special Envoyäó»s activities.,NULL,NULL,0,0
1160,781,4,AOB,NULL,NULL,0,0
1170,781,0,Summary Notes,NULL,NULL,0,0
1213,777,0,Agenda Documents,NULL,NULL,0,0
1229,777,1,Background Documents,NULL,NULL,0,0
1269,777,0,Summary Record and Action Points,NULL,NULL,0,0
1196,776,1,Identifying Synergies Between Subsidiary Bodies and Cluster Working Groups,NULL,NULL,0,0
1201,776,2,Discussion on Outstanding Inter-Cluster Issues,NULL,NULL,0,0
1203,776,0,Agenda,NULL,NULL,0,0
1230,776,3,Summary Record and Action Points,NULL,NULL,0,0
1153,775,1,Somalia - Internal Displacement,NULL,NULL,271,0
1154,775,2,Inter-Agency Field Handbook on Malaria Control in Complex Emergencies,NULL,NULL,446,0
1155,775,3,Inter-Agency Field Handbook on Malaria Control in Complex Emergencies,NULL,NULL,447,0
1156,775,4,AOB,NULL,NULL,0,0
1151,774,0,Agenda,NULL,NULL,0,0
1152,774,0,Summary Record and Action Points,NULL,NULL,0,0
1149,773,0,Agenda,NULL,NULL,0,0
1150,773,0,Summary Record,NULL,NULL,0,0
1147,772,0,Agenda,NULL,NULL,0,0
1148,772,0,Summary Record,NULL,NULL,0,0
1145,771,0,Agenda,NULL,NULL,0,0
1146,771,0,Summary Record and Action Points,NULL,NULL,0,0
1138,770,1,Senior Inter-Agency Network on Internal Displacement,NULL,NULL,0,0
1139,770,2,CAP Launch 2002,NULL,NULL,0,0
1140,770,3,ECOSOC Humanitarian Segment 2001,NULL,NULL,0,0
1141,770,4,Permanent Forum of Indigenous Peoples,NULL,NULL,0,0
1142,770,0,Agenda,NULL,NULL,0,0
1143,770,0,Summary Record and Action Points,NULL,NULL,0,0
1135,769,1,Darfur Crisis,NULL,NULL,0,0
1136,769,0,Agenda,NULL,NULL,0,0
1165,767,0,Agenda Documents,NULL,NULL,0,0
1166,767,1,Brief review of the HRR recommendations already being addressed,NULL,NULL,0,0
1167,767,2,Discussion on inclusion of HRR recommendations to the IASC in the IASC work plan 2006 and beyond,NULL,NULL,0,0
1168,767,3,Brief review of the outstanding HRR recommendations to the ERC/OCHA or donors,NULL,NULL,0,0
1220,767,0,Summary Record and Action Points,NULL,NULL,0,4
1110,765,1,"Regular update from agencies on progress and concerns regarding the implementation of the ""90 Day Winter Plan"".",NULL,NULL,0,0
1111,765,2,Update on Transition from Relief to Rehabilitation and Reconstruction.,NULL,NULL,0,0
1112,765,3,Feedback on questionnaire for the Real-Time Evaluation on the Humanitarian Response in Pakistan.,NULL,NULL,0,0
1113,765,4,AOB,NULL,NULL,0,0
1161,765,0,Summary Notes,NULL,NULL,0,0
1106,763,1,"Regular update from agencies on progress and concerns regarding the implementation of the ""90 Day Winter Plan"".",NULL,NULL,0,0
1107,763,2,DSS update,NULL,NULL,0,0
1108,763,0,Summary Notes,NULL,NULL,0,0
1102,762,1,"Regular update from agencies on progress and concerns regarding the implementation of the ""90 Day Winter Plan"".",NULL,NULL,0,0
1103,762,2,Update on the possibility of NATO assets being left behind and on the further use of these assets (WFP).,NULL,NULL,0,0
1104,762,3,Briefing on the pipeline tracking system for NFIs (WFP).,NULL,NULL,0,0
1105,762,4,DSS update.,NULL,NULL,0,0
1114,762,5,Summary Notes,NULL,NULL,0,0
1037,746,1,Rwanda - Internal Displacement,NULL,NULL,309,0
1007,745,1,Niger - IRIN Movie,NULL,NULL,296,0
1008,745,2,Niger - Food Crisis,NULL,NULL,297,0
1009,745,4,Partnership with Muslim NGOs,NULL,NULL,67,0
1010,745,3,Partnership with Muslim NGOs,NULL,NULL,298,0
1011,744,2,Zimbabwe - Human Rights Situation,NULL,NULL,299,0
1012,744,1,Zimbabwe - Human Rights Situation,NULL,NULL,300,0
1013,744,3,Niger and Mauritania - Mission Debriefing,NULL,NULL,301,0
1014,744,4,AOB,Satellite Technology,NULL,222,0
1015,743,1,Democratic Peoples Republic of Korea - Strategic Review,NULL,NULL,302,0
1016,743,2,Niger and Sahel Region - Food Crisis,NULL,NULL,227,0
1017,743,3,Niger and Sahel Region - Food Crisis,NULL,NULL,192,0
1018,742,1,Update on Hurricane Dennis,NULL,NULL,294,0
1019,742,2,Papua New Guinea and Fiji - Mission Debriefing,NULL,NULL,29,0
1021,741,1,Cote d'Ivoire - Inter-Agency Protection Network,NULL,NULL,303,0
1022,741,2,Guinea Bissau - Contingency Planning for Presidential Elections,NULL,NULL,303,0
1023,741,3,Democratic Republic of Congo - CAP 2006 Workshops,NULL,NULL,304,0
1024,740,1,Central Asia - Contingency Planning and Preparedness,UNHCR's Strategy,NULL,305,0
1025,740,2,Central Asia - Contingency Planning and Preparedness,UNICEF's Strategy,NULL,306,0
1026,740,3,AOB,Mapping Support to Humanitarian Partners,NULL,222,0
1027,739,1,Togo and Neighbouring Countries - Mission Debriefing,NULL,NULL,307,0
1028,739,2,OCHA's New Advocacy Strategy,NULL,NULL,308,0
1038,737,1,Afghanistan - Civil-Military Relations and Coordination,NULL,NULL,311,0
1039,737,1,Afghanistan - Civil-Military Relations and Coordination,NULL,NULL,298,0
1040,737,2,Liberia - Mission Debriefing,NULL,NULL,310,0
1041,736,1,Democratic Republic of Congo - Mission Debriefing,NULL,NULL,312,0
1042,736,2,Uzbekistan - Situation Update,NULL,NULL,305,0
1035,735,1,Ethiopia - Nutritional Situation,NULL,NULL,79,0
1036,735,2,Georgia - Mission Debriefing,NULL,NULL,313,0
1043,735,3,Uzbekistan - Update on Recent Developments,NULL,NULL,313,0
1044,734,1,The dialogue with Islamic NGOs,NULL,NULL,232,0
