agendaID,calmeetID,agorder,agitem,agsubitem,agdescription,presenterID,agpublishlevel
3145,2109,1,1. Launch of the Humanitarian Response Index (HRI) 2011: Addressing the Gender Challenge,,"Philip Tamminga, Head of Humanitarian Response Index Initiative at DARA, will present the findings from DARAäó»s HRI 2011 report. The report is based on field research in nine different crises, an assessment of the quality and effectiveness of the 23 main donor governmentsäó» humanitarian assistance, and a special focus on how donors can more effectively support gender in humanitarian programming. Representatives from ICVA and GenCap will also provide commentary.",0,0
3146,2109,2,Background,,"Now in its fifth year, the HRI 2011 gathered and analysed data on donor governmentsäó» humanitarian assistance policies and funding and practices in the field. This yearäó»s report also analyses how donors support gender in their policies and funding, and how field actors perceive donor commitment to gender issues. The HRI analyses the issues and challenges facing the humanitarian system and assesses donor application of the Good Humanitarian Donorship Principles. The full report includes contributions from Michelle Bachelet, Executive Director of UN Women, and Valerie Amos, UN Emergency Relief Coordinator, along with analysis from the HRI field research in Chad, Colombia, Democratic Republic of Congo, Kenya, Pakistan, Somalia and Sudan, and an assessment of OECD/DAC donors. Issues covered inlcude donor governmentsäó» role in increasing politicisation of aid, support for prevention, preparedness and risk reduction, the status of humanitarian reform, issues around access and protection, and learning and accountability in the sector. ",0,0
3147,2109,3,2. AOB,,,0,0
3141,2108,1,1. Rarely Talked About: Psychological Support for Humanitarian Workers,,"Humanitarian workers often work in insecure environmentsŒæwhen theyŒæprovide assistance to people in need. The work is often stressful andŒædangerous. Attacks on humanitarian works have increased in many countries during the last few years. Stress also occurs evenŒæin the normal workplace.ŒæThere are a range ofŒæmechanismsŒæin place to assist humanitarian workers to deal with different levels of stress: including counselling; stress management trainings; mission debriefs; and support after critical incidents. But is enough being done? Is the assistance being provided adequate? How do we care for ourselves while we care for others? The four speakers will discuss these and other questions, which are rarely talked about.",0,0
3142,2108,2,Speakers,,"Mrs. Duda Suzic, Chief Staff Welfare Section, UNHCR. Mr. Rene Boeckli, ICRC Mr. Mark van Ommeren, WHO Mrs. Kim Taylor, Chief Humanitarian Resources, OCHA",0,0
3143,2108,3,2. AOB,,,0,0
3294,2107,1,Action Points,,,0,0
3148,2106,2,Logistics,,,476,0
3155,2106,1,Agenda,,,0,0
3156,2106,3,Transformative Agenda: Setting the Scene - Updates by the Pillars,,,0,0
3157,2106,4,Transformative Agenda: Update on Priority Actions (part 1),,,0,0
3158,2106,5,Transformative Agenda: Update on Priority Actions (part 2),,,0,0
3159,2106,6,Transformative Agenda: Developing a Simulation for the Principals,,,0,0
3160,2106,7,Transformative Agenda: South Sudan Field Testing,,,0,0
3161,2106,8,Transformative Agenda: Defining Elements of a Strategic System,,,0,0
3162,2106,9,Transformative Agenda: Sequencing the Response to L3 Emergencies,,,0,0
3163,2106,10,IASC organizationsäó» in-house activities in support of the Transformative Agenda,,,0,0
3164,2106,11,Transformative Agenda: Brainstorm on Ways Forward,,,0,0
3165,2106,12,Transformative Agenda: Ways Forward äóñ Confirming Action Plans,,,0,0
3166,2106,13,Accountability to Affected Populations,,,0,0
3167,2106,0,Summary and Action Points,,,0,0
3292,2106,14,Transformative Agenda Summary Documents:,,,0,0
3293,2106,15,Transformative Agenda Reference Documents:,,,0,0
3137,2104,1,1. Adjusting the humanitarian system: the IASC Principals Transformative Agenda,,"Mark Prasopa-Plaizier, Deputy Chief IASC Secretariat, and Aoibheann O'Keeffe, HAO Transformative Agenda, IASC Secretariat, will present the main aspects of the IASC Transformative Agenda.",0,0
3138,2104,2,Background,,"The Transformative Agenda is a set of actions agreed at the December 2012 that collectively represent a substantive improvement to the current humanitarian response model. These include: a mechanism to deploy strong, experienced senior humanitarian leadership to guide the humanitarian response from the outset of a major crisis; the strengthening of leadership capacities and rapid deployment of humanitarian leaders at various levels, to ensure the coordination architecture functions well; improved strategic planning at the country level that clarifies the collective results that the humanitarian community sets out to achieve and identifies how clusters and organizations will contribute to them; enhanced accountability of the Humanitarian Coordinator and members of the Humanitarian Country Team for the achievement of collective results; and streamlined coordination mechanisms adapted to operational requirements and contexts to better facilitate delivery.",0,0
3139,2104,3,2. AOB,,,0,0
3134,2103,1,"Mr. John Damerell, Project Manager, Sphere ProjectŒæ",,"Mr Damerell will provide an update on theŒæJoint humanitarian standards initiative (HAP, Sphere and People in Aid) support to agencies in the fieldŒætowards promotingŒæapplication of standards inŒæthe humanitarian response. ",0,0
3135,2103,2,"Ms. Aimee Ansari, Humanitarian Policy Representative, Oxfam Geneva ",,Ms. Ansari will discuss Oxfam's mechanisms for accountability to affected people in Somalia.,0,0
3136,2103,3,"Ms. Gwyn Lewis, FAO, Rome ",,Ms. Lewis will provide an update on the IASC commitments and initiative to strengthen accountability to affected people recently been endorsed by the Principals as an over arching objective of the Transformative Agenda.,0,0
3220,2093,1,Protection from Sexual Exploitation and Abuse,,"Christine Bendel and Laurie Sullivan, former co-chairs of the IASC Task Force on the Protection from Sexual Exploitation and Abuse, will introduce the steps taken by UN, Red Cross, IOM and NGO organizations to prevent Sexual Exploitation and Abuse.",0,0
3221,2093,2,The Whistleblower,,"By Larysa Kondracki, Eilis Kirwan, Rachel Weisz, Monica Bellucci and Vanessa Redgrave",0,0
3222,2093,3,Prevention from Sexual Exploitation and Abuse,,"Jaqueline Carlson and Luc Gerwin, current co-chairs of the IASC Task Force on the Prevention from Sexual Exploitation and Abuse, will facilitate a discussion based on the issues raised in the film. ",0,0
3179,2092,1,Risk Mapping,Humanitarian Risk Mapping Tools,"1.30 - 1.45 Harnessing Geospatial Technologies for Global Agricultural Food Security: Dr. Hanif Rahemtulla, Governance and Geospatial Consultant at the World Bank, will give an brief overview of the Geospatial tools that the World Bank uses to map Global Agricultural Food Security, in among others, the Sahel region. 1.45 - 2.30  Design of the OCHA Global Focus Model 2012:  Helen Hodge, Head of Maps and Indices at Maplecroft, led the redevelopment of the OCHA Global Focus Model in 2011. She will explain how this model was built, share the results and insights it can give and demonstrate the on-line version. ",0,0
3186,2091,1,Outcomes of the Fourth High Level Forum on Aid Effectiveness,,"11.30 - 12.00  Outcomes of the Fourth High Level Forum on Aid Effectiveness:  A New Deal for Fragile States  Christian Lotz, Peacebuilding Specialist UNDP, and Ruth Mukwana, Humanitarian Affairs Officer OCHA, will present the key issues discussed at Busan including the 'New Deal for Fragile States'.  12.00 - 12.30 Update on the Humanitarian Situation in Iraq  Christine McNab, Deputy Special Representative of the Secretary-General, Resident and Humanitarian Coordinator, will give an update on the situation in Iraq.   ",0,0
3183,2090,1,Teamworks' Social Networking Platform,,"What if there was an on-line network enabling all IASC colleagues to connect with each other and share information? During this session, Mr. Gabriel Accascina, Director of the Knowledge Management Group and Mr. Mitchell Toomey, Manager of the Knowledge Management Unit will demonstrate the social networking platform ""Teamworks"".  Many of you have asked us to share presentations made at our meetings. We will discuss whether ""Teamworks"" should be used to post announcements related to our meetings, including speaker's biographies, background documents and powerpoint presentations.",0,0
3125,2088,1,Documents,,,1988,7
3127,2087,1,Agenda and Logistics,,,0,0
